ID,Parent ID,Card Type,Interchange Level,Regulated Indicator,Amount,Discount Fees Rate,Discount Fees Amount,Items,Item Fees Rate,Items Fees Amount,Tran Cost,Dial Items Count,Processing Fees Rate Dial,Non Dial Items Count,Processing Fees Rate Non Dial,Processing Fees Amount,Total Due
LK271507,831,Pulse Pay Choice,Qual Petro Smtk,0,$202.24,0.89%,$1.81,30,$0.19,$5.81,$0.00,0,$0.00,30,$0.01,$0.30,$7.92
LK271507,831,Pulse Pay Choice,Qualified Petroleum,0,$709.03,0.80%,$5.67,20,$0.23,$4.57,$0.00,0,$0.00,20,$0.01,$0.18,$10.42
LK271507,831,Pulse Pay Choice,Regulated FP,2,"$1,511.08",0.05%,$0.77,41,$0.30,$12.21,$0.00,0,$0.00,41,$0.01,$0.42,$13.40
LK271507,831,Pulse Pay Choice,Regulated FP Smtk,2,$515.79,0.13%,$0.67,77,$0.27,$20.76,$0.00,0,$0.00,77,$0.01,$0.62,$22.05
LK271507,831,Pulse Pay Limited,Qual Petro Smtk,0,$98.76,1.23%,$1.21,15,$0.20,$3.02,$0.00,0,$0.00,15,$0.01,$0.10,$4.33
LK271507,831,Pulse Pay Limited,Qualified Petroleum,0,$52.20,1.15%,$0.60,2,$0.23,$0.46,$0.00,0,$0.00,2,$0.00,$0.00,$1.06
LK271507,831,Pulse Pay Limited,Regulated FP,2,$35.00,0.06%,$0.02,1,$0.30,$0.30,$0.00,0,$0.00,1,$0.00,$0.00,$0.32
LK271507,831,Pulse Pay Limited,Regulated FP Smtk,2,$14.30,0.14%,$0.02,4,$0.23,$0.92,$0.00,0,$0.00,4,$0.00,$0.00,$0.94
LK271507,831,Star All Star,Qualified Petroleum,0,$538.84,0.80%,$4.29,35,$0.24,$8.30,$0.00,0,$0.00,35,$0.00,$0.14,$12.73
LK271507,831,Star West POS,Qualified Petroleum,0,$496.30,0.80%,$3.97,52,$0.15,$7.96,$0.00,0,$0.00,52,$0.01,$0.44,$12.37
LK271507,831,Star West POS,Reg Fraud Prevent,2,"$1,840.70",0.05%,$0.95,131,$0.25,$32.81,$0.00,0,$0.00,131,$0.01,$1.38,$35.14
LK271507,831,Visa,BUS ENH RETAIL,0,$804.65,2.41%,$19.39,16,$0.10,$1.60,$0.00,0,$0.00,16,$0.02,$0.32,$21.31
LK271507,831,Visa,Business Retail         ,0,$118.28,2.31%,$2.73,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$2.97
LK271507,831,Visa,Corporate Retail        ,0,$253.63,2.21%,$5.60,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$6.32
LK271507,831,Visa,CPS Auto Fuel Dsp,0,"$8,632.85",1.26%,$108.68,226,$0.25,$56.50,$0.00,0,$0.00,226,$0.02,$4.52,$169.70
LK271507,831,Visa,CPS Sm Tckt DB,0,$879.32,1.67%,$14.70,119,$0.04,$4.76,$0.00,0,$0.00,119,$0.02,$2.38,$21.84
LK271507,831,Visa,CPS SM Tckt PP,0,$472.28,1.70%,$8.05,80,$0.05,$4.00,$0.00,0,$0.00,80,$0.02,$1.60,$13.65
LK271507,831,Visa,CPS Small Ticket,0,$741.72,1.76%,$13.04,94,$0.04,$3.76,$0.00,0,$0.00,94,$0.02,$1.88,$18.68
LK271507,831,Visa,CPS Svc Stn,0,"$3,167.14",0.93%,$29.40,61,$0.25,$15.25,$0.00,0,$0.00,61,$0.02,$1.22,$45.87
LK271507,831,Visa,CPS Svc Stn DB,0,"$1,674.83",0.81%,$13.64,40,$0.15,$6.00,$0.00,0,$0.00,40,$0.02,$0.80,$20.44
LK271507,831,Visa,CPS Svc Stn PP,0,$432.10,1.27%,$5.47,14,$0.15,$2.10,$0.00,0,$0.00,14,$0.02,$0.28,$7.85
LK271507,831,Visa,CPSAtoFuelDsp DB,0,"$5,699.61",0.91%,$51.91,178,$0.15,$26.70,$0.00,0,$0.00,178,$0.02,$3.56,$82.17
LK271507,831,Visa,CPSAtoFuelDsp PP,0,$221.75,1.26%,$2.80,13,$0.15,$1.95,$0.00,0,$0.00,13,$0.02,$0.26,$5.01
LK271507,831,Visa,Credit Voucher,0,$57.39,-1.78%,($1.02),4,$0.00,$0.00,$0.00,0,$0.00,4,$0.02,$0.08,($0.94)
LK271507,831,Visa,Debit Cr Voucher,0,$162.37,0.00%,$0.00,11,$0.00,$0.00,$0.00,0,$0.00,11,$0.02,$0.22,$0.22
LK271507,831,Visa,EIRF Petro DB,0,$19.81,1.87%,$0.37,1,$0.20,$0.20,$0.00,0,$0.00,1,$0.02,$0.02,$0.59
LK271507,831,Visa,INTL PRE-PS2000 INTL,0,$27.00,2.07%,$0.56,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.58
LK271507,831,Visa,Purchase Lvl2,0,$77.28,2.17%,$1.68,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$2.04
LK271507,831,Visa,Reg Db Face to Face FP,2,"$32,481.08",0.16%,$52.83,"1,020",$0.22,$224.40,$0.00,0,$0.00,"1,020",$0.02,$20.40,$297.63
LK271507,831,Visa,Reg Db Sm Tckt FP,2,"$4,096.82",0.14%,$5.92,591,$0.22,$130.02,$0.00,0,$0.00,591,$0.02,$11.82,$147.76
LK271507,831,Visa,REG FRD DB EIRF,2,$20.00,0.15%,$0.03,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.27
LK271507,831,Visa,REG FRD DB QUAL,2,"$1,870.06",0.16%,$3.05,40,$0.22,$8.80,$0.00,0,$0.00,40,$0.02,$0.80,$12.65
LK271507,831,Visa,US BUS CP DB,0,$192.38,1.81%,$3.49,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$3.97
LK271507,831,Visa,US CORP LVL3,0,$189.96,2.06%,$3.91,10,$0.10,$1.00,$0.00,0,$0.00,10,$0.02,$0.20,$5.11
LK271507,831,Visa,US SIGN BUS RETAIL,0,$260.37,2.51%,$6.53,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$7.13
LK271507,831,Visa,US VSP FUEL,0,"$1,099.80",1.26%,$13.81,48,$0.25,$12.00,$0.00,0,$0.00,48,$0.02,$0.96,$26.77
LK271511,877,ACCEL Advantage POS,Qualified Petroleum,0,"$5,261.79",0.85%,$44.79,470,$0.22,$104.33,$0.00,0,$0.00,470,$0.02,$9.40,$158.52
LK271511,877,ACCEL/XCHG,Qualified Petroleum,0,$271.83,0.79%,$2.16,15,$0.16,$2.40,$0.00,0,$0.00,15,$0.02,$0.30,$4.86
LK271511,877,ACCEL/XCHG,Reg Fraud Prevent,2,$18.02,0.06%,$0.01,2,$0.28,$0.56,$0.00,0,$0.00,2,$0.02,$0.04,$0.61
LK271511,877,American Express,Normal,0,"$11,188.57",0.00%,$0.00,290,$0.00,$0.00,$0.00,0,$0.00,290,$0.02,$5.80,$5.80
LK271511,877,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,$0.06
LK271511,877,CU24,Qualified Petroleum,0,$416.16,0.80%,$3.33,19,$0.18,$3.42,$0.00,0,$0.00,19,$0.02,$0.38,$7.13
LK271511,877,Discover,Commrcl Electronic,0,"$1,838.78",2.41%,$44.25,47,$0.10,$4.70,$0.00,0,$0.00,47,$0.02,$0.94,$49.89
LK271511,877,Discover,Core Petroleum,0,$129.50,1.65%,$2.14,3,$0.05,$0.15,$0.00,0,$0.00,3,$0.02,$0.06,$2.35
LK271511,877,Discover,DB Key Entered,0,$34.50,1.74%,$0.60,1,$0.16,$0.16,$0.00,0,$0.00,1,$0.02,$0.02,$0.78
LK271511,877,Discover,PREM Petroleum,0,$894.31,1.84%,$16.42,30,$0.05,$1.50,$0.00,0,$0.00,30,$0.02,$0.60,$18.52
LK271511,877,Discover,PSL PETROLEUM,0,$399.17,1.84%,$7.34,9,$0.05,$0.45,$0.00,0,$0.00,9,$0.02,$0.18,$7.97
LK271511,877,Discover,REW Petroleum,0,"$5,460.80",1.84%,$100.23,178,$0.05,$8.90,$0.00,0,$0.00,178,$0.02,$3.56,$112.69
LK271511,877,Fuelman,Normal,0,$362.49,0.00%,$0.00,8,$0.00,$0.00,$0.00,0,$0.00,8,$0.02,$0.16,$0.16
LK271511,877,InterLink,InterReg Regulated,0,$42.20,0.05%,$0.02,1,$0.26,$0.26,$0.00,0,$0.00,1,$0.02,$0.02,$0.30
LK271511,877,InterLink,PAVD Business,2,$5.47,1.65%,$0.09,1,$0.14,$0.14,$0.00,0,$0.00,1,$0.02,$0.02,$0.25
LK271511,877,InterLink,PAVD Fuel,2,$186.88,0.81%,$1.52,12,$0.19,$2.27,$0.00,0,$0.00,12,$0.02,$0.24,$4.03
LK271511,877,InterLink,PAVD Merchandise Return,2,$21.83,0.00%,$0.00,5,$0.04,$0.20,$0.00,0,$0.00,5,$0.02,$0.10,$0.30
LK271511,877,InterLink,PAVD Regulated,2,"$6,099.98",0.05%,$3.00,546,$0.25,$137.48,$0.00,0,$0.00,546,$0.02,$10.92,$151.40
LK271511,877,InterLink,Petro PP,0,$195.68,1.16%,$2.27,7,$0.19,$1.33,$0.00,0,$0.00,7,$0.02,$0.14,$3.74
LK271511,877,InterLink,Petro PP Small Tkt,0,$441.76,1.22%,$5.41,70,$0.17,$12.03,$0.00,0,$0.00,70,$0.02,$1.40,$18.84
LK271511,877,InterLink,Qualified Petro Small Tkt,0,$66.44,0.78%,$0.52,20,$0.10,$2.07,$0.00,0,$0.00,20,$0.02,$0.40,$2.99
LK271511,877,InterLink,Qualified Petroleum,0,$56.29,0.80%,$0.45,3,$0.19,$0.57,$0.00,0,$0.00,3,$0.02,$0.06,$1.08
LK271511,877,InterLink,Regulated,1,"$5,847.19",0.05%,$2.96,199,$0.26,$51.18,$0.00,0,$0.00,199,$0.02,$3.98,$58.12
LK271511,877,InterLink,Regulated Small Tkt,1,"$6,437.56",0.13%,$8.36,"1,047",$0.24,$247.16,$0.00,0,$0.00,"1,047",$0.02,$20.94,$276.46
LK271511,877,Maestro,Qualified Petroleum,0,$644.09,0.75%,$4.83,65,$0.19,$12.59,$0.00,0,$0.00,65,$0.02,$1.30,$18.72
LK271511,877,Maestro,Reg Fraud Prevent,2,"$11,625.83",0.05%,$5.79,"1,212",$0.24,$293.96,$0.00,0,$0.00,"1,212",$0.02,$24.24,$323.99
LK271511,877,MasterCard,Bus Data 2 Petro,0,"$5,530.31",2.16%,$119.30,122,$0.10,$12.20,$0.00,0,$0.00,122,$0.02,$2.44,$133.94
LK271511,877,MasterCard,Bus Enh Face to Face Petro,0,$35.00,2.29%,$0.80,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.92
LK271511,877,MasterCard,Bus Enh Rate II Petro,0,$727.77,2.27%,$16.54,12,$0.10,$1.20,$0.00,0,$0.00,12,$0.02,$0.24,$17.98
LK271511,877,MasterCard,Bus F2F Petro,0,$361.58,2.16%,$7.81,18,$0.10,$1.80,$0.00,0,$0.00,18,$0.02,$0.36,$9.97
LK271511,877,MasterCard,Bus Lvl3 Data II,0,$132.06,2.32%,$3.07,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$3.31
LK271511,877,MasterCard,Bus Lvl3 F2F,0,$4.40,2.27%,$0.10,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.22
LK271511,877,MasterCard,Bus Lvl4 Data II,0,$209.61,2.42%,$5.08,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$5.44
LK271511,877,MasterCard,Bus Lvl4 F2F,0,$6.79,2.36%,$0.16,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$0.52
LK271511,877,MasterCard,Bus Standard,0,$174.14,3.06%,$5.32,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$5.68
LK271511,877,MasterCard,Bus Wrld F2F Petro,0,$10.90,2.39%,$0.26,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$0.50
LK271511,877,MasterCard,BusWrldDat2Petr,0,$393.29,2.29%,$9.00,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$9.72
LK271511,877,MasterCard,Commercial Data Rate II,0,$83.86,2.38%,$2.00,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$2.24
LK271511,877,MasterCard,Cons Ref Grp 3 DB,0,$30.70,-1.40%,($0.43),3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,($0.37)
LK271511,877,MasterCard,Cons Ref Grp 4 CR,0,$105.42,-1.82%,($1.92),3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,($1.86)
LK271511,877,MasterCard,Consumr Prem Std,0,$48.00,3.21%,$1.54,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$1.56
LK271511,877,MasterCard,Corp Ref Grp 4 CR,0,$2.50,-2.00%,($0.05),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.03)
LK271511,877,MasterCard,Debit Cr Voucher FP,2,$85.93,-0.06%,($0.05),6,($0.22),($1.32),$0.00,0,$0.00,6,$0.02,$0.12,($1.25)
LK271511,877,MasterCard,Enh Petro Base     ,0,"$3,660.70",1.85%,$67.72,109,$0.00,$0.00,$0.00,0,$0.00,109,$0.02,$2.18,$69.90
LK271511,877,MasterCard,Fleet Crd Std,0,$133.26,3.06%,$4.08,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$4.44
LK271511,877,MasterCard,High Value Petroleum Base,0,$346.13,1.72%,$5.94,8,$0.00,$0.00,$0.00,0,$0.00,8,$0.02,$0.16,$6.10
LK271511,877,MasterCard,Key Entered DB,0,$68.18,1.70%,$1.16,2,$0.15,$0.30,$0.00,0,$0.00,2,$0.02,$0.04,$1.50
LK271511,877,MasterCard,Petro Base              ,0,"$4,235.12",1.88%,$79.48,148,$0.00,$0.00,$0.00,0,$0.00,148,$0.02,$2.96,$82.44
LK271511,877,MasterCard,Petro CAT/AFD DB,0,"$14,295.66",0.81%,$116.01,443,$0.17,$75.31,$0.00,0,$0.00,443,$0.02,$8.86,$200.18
LK271511,877,MasterCard,Petro Srv Sta DB,0,"$2,831.86",0.69%,$19.40,136,$0.17,$23.12,$0.00,0,$0.00,136,$0.02,$2.72,$45.24
LK271511,877,MasterCard,Reg Db Face to Face FP,2,"$38,334.40",0.16%,$62.08,"1,358",$0.22,$298.76,$0.00,0,$0.00,"1,358",$0.02,$27.16,$388.00
LK271511,877,MasterCard,Reg Db Non Qual FP,2,"$2,435.67",0.16%,$3.96,70,$0.22,$15.40,$0.00,0,$0.00,70,$0.02,$1.40,$20.76
LK271511,877,MasterCard,Regulated Debit Face to Face,1,$342.80,0.16%,$0.54,23,$0.21,$4.83,$0.00,0,$0.00,23,$0.02,$0.46,$5.83
LK271511,877,MasterCard,Standard,0,$21.34,3.09%,$0.66,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$0.90
LK271511,877,MasterCard,Standard DB,0,$256.57,2.01%,$5.16,14,$0.25,$3.50,$0.00,0,$0.00,14,$0.02,$0.28,$8.94
LK271511,877,MasterCard,WC Petro Base           ,0,"$6,480.28",1.87%,$120.90,167,$0.00,$0.00,$0.00,0,$0.00,167,$0.02,$3.34,$124.24
LK271511,877,MasterCard,WC Standard,0,$74.72,3.06%,$2.29,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$2.53
LK271511,877,MasterCard,WE Petro Base           ,0,$975.73,1.85%,$18.03,22,$0.00,$0.00,$0.00,0,$0.00,22,$0.02,$0.44,$18.47
LK271511,877,NYCE Premier,Qualified Petroleum,0,$513.12,0.75%,$3.84,62,$0.20,$12.39,$0.00,0,$0.00,62,$0.02,$1.24,$17.47
LK271511,877,PayPal,PayPal Petroleum,0,$41.00,1.61%,$0.66,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.78
LK271511,877,Pulse,Qual Petro Smtk,0,"$1,403.15",0.88%,$12.31,224,$0.20,$45.41,$0.00,0,$0.00,224,$0.02,$4.48,$62.20
LK271511,877,Pulse,Qualified Petroleum,0,"$1,347.26",0.79%,$10.62,44,$0.23,$10.08,$0.00,0,$0.00,44,$0.02,$0.88,$21.58
LK271511,877,Pulse,Regulated FP,2,$15.99,0.06%,$0.01,1,$0.30,$0.30,$0.00,0,$0.00,1,$0.02,$0.02,$0.33
LK271511,877,Pulse,Regulated FP Smtk,2,$57.97,0.10%,$0.06,10,$0.24,$2.40,$0.00,0,$0.00,10,$0.02,$0.20,$2.66
LK271511,877,Pulse Pay Choice,Qual Petro Smtk,0,"$2,504.83",0.88%,$22.06,390,$0.21,$81.49,$0.00,0,$0.00,390,$0.02,$7.80,$111.35
LK271511,877,Pulse Pay Choice,Qualified Petroleum,0,"$2,623.88",0.80%,$21.01,89,$0.23,$20.36,$0.00,0,$0.00,89,$0.02,$1.78,$43.15
LK271511,877,Pulse Pay Choice,Regulated FP,2,"$1,258.94",0.05%,$0.64,44,$0.30,$13.14,$0.00,0,$0.00,44,$0.02,$0.88,$14.66
LK271511,877,Pulse Pay Choice,Regulated FP Smtk,2,"$1,366.95",0.14%,$1.86,220,$0.28,$60.69,$0.00,0,$0.00,220,$0.02,$4.40,$66.95
LK271511,877,Pulse Pay Limited,Qual Petro Smtk,0,$120.27,1.22%,$1.47,25,$0.18,$4.46,$0.00,0,$0.00,25,$0.02,$0.50,$6.43
LK271511,877,Pulse Pay Limited,Qualified Petroleum,0,$184.62,1.15%,$2.12,6,$0.23,$1.38,$0.00,0,$0.00,6,$0.02,$0.12,$3.62
LK271511,877,Pulse Pay Limited,Regulated FP Smtk,2,$45.70,0.13%,$0.06,7,$0.28,$1.96,$0.00,0,$0.00,7,$0.02,$0.14,$2.16
LK271511,877,Quest,Qualified Petroleum,0,$17.52,0.00%,$0.00,4,$0.00,$0.00,$0.00,0,$0.00,4,$0.01,$0.04,$0.04
LK271511,877,Quest JPM,Qualified Petroleum,0,"$1,544.31",0.00%,$0.00,338,$0.00,$0.00,$0.00,0,$0.00,338,$0.02,$6.76,$6.76
LK271511,877,Star All Star,Qualified Petroleum,0,"$5,987.47",0.80%,$47.86,570,$0.24,$138.22,$0.00,0,$0.00,570,$0.02,$11.40,$197.48
LK271511,877,Star West POS,Qualified Petroleum,0,"$3,525.89",0.80%,$28.23,363,$0.17,$59.84,$0.00,0,$0.00,363,$0.02,$7.26,$95.33
LK271511,877,Star West POS,Reg Fraud Prevent,2,"$14,719.53",0.05%,$7.32,"1,422",$0.26,$366.65,$0.00,0,$0.00,"1,422",$0.02,$28.44,$402.41
LK271511,877,Visa,BUS ENH RETAIL,0,"$2,903.05",2.41%,$70.07,59,$0.10,$5.90,$0.00,0,$0.00,59,$0.02,$1.18,$77.15
LK271511,877,Visa,Business Retail         ,0,"$4,530.96",2.31%,$104.68,86,$0.10,$8.60,$0.00,0,$0.00,86,$0.02,$1.72,$115.00
LK271511,877,Visa,Business Std,0,$52.18,3.07%,$1.60,1,$0.20,$0.20,$0.00,0,$0.00,1,$0.02,$0.02,$1.82
LK271511,877,Visa,Comm Cr Voucher,0,$16.00,-2.38%,($0.38),2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,($0.34)
LK271511,877,Visa,Comm Retail - Prepaid,0,$20.00,2.25%,$0.45,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.57
LK271511,877,Visa,Corporate Retail        ,0,$134.58,2.21%,$2.98,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$3.34
LK271511,877,Visa,CPS Auto Fuel Dsp,0,"$28,030.33",1.26%,$353.11,731,$0.25,$182.75,$0.00,0,$0.00,731,$0.02,$14.62,$550.48
LK271511,877,Visa,CPS Sm Tckt DB,0,"$2,976.19",1.67%,$49.60,413,$0.04,$16.52,$0.00,0,$0.00,413,$0.02,$8.26,$74.38
LK271511,877,Visa,CPS SM Tckt PP,0,$753.15,1.72%,$12.94,107,$0.05,$5.35,$0.00,0,$0.00,107,$0.02,$2.14,$20.43
LK271511,877,Visa,CPS Small Ticket,0,$963.33,1.77%,$17.01,145,$0.04,$5.80,$0.00,0,$0.00,145,$0.02,$2.90,$25.71
LK271511,877,Visa,CPS Svc Stn,0,"$2,985.06",1.07%,$31.99,76,$0.25,$19.00,$0.00,0,$0.00,76,$0.02,$1.52,$52.51
LK271511,877,Visa,CPS Svc Stn DB,0,"$5,748.03",0.91%,$52.24,198,$0.15,$29.70,$0.00,0,$0.00,198,$0.02,$3.96,$85.90
LK271511,877,Visa,CPS Svc Stn PP,0,"$1,454.90",1.13%,$16.49,36,$0.15,$5.40,$0.00,0,$0.00,36,$0.02,$0.72,$22.61
LK271511,877,Visa,CPSAtoFuelDsp DB,0,"$52,269.60",0.91%,$475.85,"1,668",$0.15,$250.20,$0.00,0,$0.00,"1,668",$0.02,$33.36,$759.41
LK271511,877,Visa,CPSAtoFuelDsp PP,0,$983.29,1.26%,$12.43,59,$0.15,$8.85,$0.00,0,$0.00,59,$0.02,$1.18,$22.46
LK271511,877,Visa,CREDIT PETRO EIRF,0,$141.27,2.22%,$3.13,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$3.73
LK271511,877,Visa,Credit Voucher,0,$35.00,-1.77%,($0.62),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.60)
LK271511,877,Visa,Debit Cr Voucher,0,$384.90,0.00%,$0.00,36,$0.00,$0.00,$0.00,0,$0.00,36,$0.02,$0.72,$0.72
LK271511,877,Visa,EIRF Petro DB,0,$510.04,1.74%,$8.87,23,$0.20,$4.60,$0.00,0,$0.00,23,$0.02,$0.46,$13.93
LK271511,877,Visa,EIRF Petro PP,0,$118.64,1.57%,$1.86,7,$0.20,$1.40,$0.00,0,$0.00,7,$0.02,$0.14,$3.40
LK271511,877,Visa,PREMIUM CARD INT REG,0,$51.57,2.77%,$1.43,2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,$1.47
LK271511,877,Visa,Purchase Lvl2,0,$330.74,2.16%,$7.13,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$7.97
LK271511,877,Visa,Purchase Lvl3,0,$159.68,2.07%,$3.30,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$4.14
LK271511,877,Visa,Purchase Retail         ,0,$16.00,2.50%,$0.40,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.52
LK271511,877,Visa,Reg Db Face to Face FP,2,"$97,620.78",0.16%,$158.82,"3,277",$0.22,$720.94,$0.00,0,$0.00,"3,277",$0.02,$65.54,$945.30
LK271511,877,Visa,Reg Db Non Qual FP,2,$22.83,0.18%,$0.04,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.28
LK271511,877,Visa,Reg Db Sm Tckt FP,2,"$2,094.70",0.15%,$3.21,289,$0.22,$63.58,$0.00,0,$0.00,289,$0.02,$5.78,$72.57
LK271511,877,Visa,REG FRD DB EIRF,2,$874.06,0.16%,$1.38,49,$0.22,$10.78,$0.00,0,$0.00,49,$0.02,$0.98,$13.14
LK271511,877,Visa,REG FRD DB QUAL,2,"$8,433.15",0.16%,$13.70,207,$0.22,$45.54,$0.00,0,$0.00,207,$0.02,$4.14,$63.38
LK271511,877,Visa,REG FRD DB STD,2,$60.00,0.17%,$0.10,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.34
LK271511,877,Visa,SIGNATURE PREFERRED PETRO,0,$10.91,3.02%,$0.33,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.45
LK271511,877,Visa,Standard DB,0,$80.34,2.00%,$1.61,4,$0.25,$1.00,$0.00,0,$0.00,4,$0.02,$0.08,$2.69
LK271511,877,Visa,US BUS CP DB,0,"$5,166.90",1.81%,$93.64,138,$0.10,$13.80,$0.00,0,$0.00,138,$0.02,$2.76,$110.20
LK271511,877,Visa,US BUS STD DB,0,$64.77,3.06%,$1.98,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$2.10
LK271511,877,Visa,US SIGN BUS RETAIL,0,"$1,870.34",2.51%,$46.96,32,$0.10,$3.20,$0.00,0,$0.00,32,$0.02,$0.64,$50.80
LK271511,877,Visa,US VSP FUEL,0,"$2,984.11",1.26%,$37.60,84,$0.25,$21.00,$0.00,0,$0.00,84,$0.02,$1.68,$60.28
LK271514,910,ACCEL Advantage POS,Qualified Petroleum,0,"$5,148.60",0.85%,$43.83,446,$0.22,$98.12,$0.00,0,$0.00,446,$0.02,$8.92,$150.87
LK271514,910,ACCEL/XCHG,Qualified Petroleum,0,$221.33,0.80%,$1.77,17,$0.16,$2.72,$0.00,0,$0.00,17,$0.02,$0.34,$4.83
LK271514,910,ACCEL/XCHG,Reg Fraud Prevent,2,$83.28,0.04%,$0.03,5,$0.28,$1.40,$0.00,0,$0.00,5,$0.02,$0.10,$1.53
LK271514,910,American Express,Normal,0,"$16,334.98",0.00%,$0.00,404,$0.00,$0.00,$0.00,0,$0.00,404,$0.02,$8.08,$8.08
LK271514,910,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,5,$0.00,$0.00,$0.00,0,$0.00,5,$0.02,$0.10,$0.10
LK271514,910,CU24,Qualified Petroleum,0,$292.37,0.80%,$2.34,13,$0.17,$2.25,$0.00,0,$0.00,13,$0.02,$0.26,$4.85
LK271514,910,Discover,BSL Commercial,0,$448.50,3.05%,$13.70,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$14.54
LK271514,910,Discover,Comcl Voucher 1,0,$34.28,-2.25%,($0.77),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.75)
LK271514,910,Discover,Commrcl Electronic,0,"$3,109.90",2.41%,$74.82,50,$0.10,$5.00,$0.00,0,$0.00,50,$0.02,$1.00,$80.82
LK271514,910,Discover,Cons CR Voucher 3,0,$3.00,-1.67%,($0.05),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.03)
LK271514,910,Discover,Core Petroleum,0,$71.83,1.67%,$1.20,4,$0.05,$0.20,$0.00,0,$0.00,4,$0.02,$0.08,$1.48
LK271514,910,Discover,DB BSL Submission,0,$188.27,2.00%,$3.76,7,$0.25,$1.75,$0.00,0,$0.00,7,$0.02,$0.14,$5.65
LK271514,910,Discover,DB Petroleum,0,$366.95,0.86%,$3.15,18,$0.16,$2.88,$0.00,0,$0.00,18,$0.02,$0.36,$6.39
LK271514,910,Discover,PREM Petroleum,0,"$1,836.69",1.84%,$33.74,38,$0.05,$1.90,$0.00,0,$0.00,38,$0.02,$0.76,$36.40
LK271514,910,Discover,PSL PETROLEUM,0,$657.81,1.84%,$12.08,13,$0.05,$0.65,$0.00,0,$0.00,13,$0.02,$0.26,$12.99
LK271514,910,Discover,PSL Petroleum PP,0,$4.86,1.03%,$0.05,1,$0.16,$0.16,$0.00,0,$0.00,1,$0.02,$0.02,$0.23
LK271514,910,Discover,REW Petroleum,0,"$7,422.71",1.83%,$136.15,213,$0.05,$10.65,$0.00,0,$0.00,213,$0.02,$4.26,$151.06
LK271514,910,EDS,Qualified Petroleum,0,$0.00,0.00%,$0.00,2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,$0.04
LK271514,910,Fuelman,Normal,0,"$21,347.73",0.00%,$0.00,451,$0.00,$0.00,$0.00,0,$0.00,451,$0.02,$9.02,$9.02
